City,review_count,avg_rating,rating_std,min_rating,max_rating,unique_places,unique_reviewers,five_star_rate,rank,dense_rank,row_num,pct_rank,review_pct
Pokhran,49,3.898,0.9409,1.0,5.0,1,1,0.2857,819,539,825,0.4532,0.0
Sitamarhi,49,3.7959,0.7632,2.0,5.0,4,1,0.1429,819,539,826,0.4532,0.0
Dhamtari,48,4.2083,1.0306,1.0,5.0,5,1,0.4792,827,540,827,0.4576,0.0
Bera,48,4.5208,0.6838,3.0,5.0,2,1,0.625,827,540,828,0.4576,0.0
Bir,48,4.4583,0.7426,3.0,5.0,3,1,0.6042,827,540,829,0.4576,0.0
Tijara,48,4.3125,0.7761,2.0,5.0,1,1,0.4792,827,540,830,0.4576,0.0
Ariyurnadu,47,4.383,0.8736,2.0,5.0,1,1,0.5957,831,541,831,0.4598,0.0
Digboi,47,3.6809,1.1629,1.0,5.0,3,1,0.2979,831,541,832,0.4598,0.0
Davangere,47,4.2553,0.92,2.0,5.0,6,1,0.5319,831,541,833,0.4598,0.0
Bhuvanagiri,47,4.2766,0.7995,2.0,5.0,2,1,0.4681,831,541,834,0.4598,0.0
Chinchoti,47,4.4681,0.7475,2.0,5.0,1,1,0.5745,831,541,835,0.4598,0.0
Nedumkandam,47,4.4468,0.7165,3.0,5.0,2,1,0.5745,831,541,836,0.4598,0.0
Garhwal,47,4.1915,0.924,2.0,5.0,4,1,0.4894,831,541,837,0.4598,0.0
Kadi,47,4.2553,0.9884,1.0,5.0,1,1,0.5319,831,541,838,0.4598,0.0
Pithapuram,47,3.766,0.914,2.0,5.0,4,1,0.234,831,541,839,0.4598,0.0
Vapi,47,4.1277,1.1348,1.0,5.0,3,1,0.4894,831,541,840,0.4598,0.0
Barog,46,3.9348,1.1235,1.0,5.0,3,1,0.3913,841,542,841,0.4654,0.0
Kadapa,46,4.1739,0.8247,2.0,5.0,4,1,0.3913,841,542,842,0.4654,0.0
Shamlaji,46,4.4565,0.6898,3.0,5.0,2,1,0.5652,841,542,843,0.4654,0.0
Rajpipla,46,4.2174,1.0309,1.0,5.0,5,1,0.5435,841,542,844,0.4654,0.0
Tiruvallur,46,3.9783,0.7146,3.0,5.0,7,1,0.2391,841,542,845,0.4654,0.0
Bagdogra,45,4.8222,0.4903,3.0,5.0,3,1,0.8667,846,543,846,0.4681,0.0
Gopalpur On Sea,45,4.4667,0.7568,2.0,5.0,1,1,0.6,846,543,847,0.4681,0.0
Krishnanagar,45,4.1111,0.8848,2.0,5.0,3,1,0.4,846,543,848,0.4681,0.0
Achooranam,44,4.1364,0.7951,2.0,5.0,1,1,0.3636,849,544,849,0.4698,0.0
Kalasa,44,4.1818,0.87,2.0,5.0,2,1,0.4545,849,544,850,0.4698,0.0
Vaikom,44,4.3182,0.9092,1.0,5.0,5,1,0.5455,849,544,851,0.4698,0.0
Netarhat,44,4.2273,0.803,2.0,5.0,4,1,0.4318,849,544,852,0.4698,0.0
Cuncolim,43,4.5581,0.7004,2.0,5.0,1,1,0.6512,853,545,853,0.472,0.0
Fatehpur,43,4.3488,0.9228,2.0,5.0,2,1,0.5814,853,545,854,0.472,0.0
Lachen,43,4.1395,0.8614,2.0,5.0,1,1,0.3953,853,545,855,0.472,0.0
Kuduremukha,43,4.0698,0.8279,2.0,5.0,1,1,0.3488,853,545,856,0.472,0.0
Kamarpukur,43,3.8605,0.7426,3.0,5.0,13,1,0.2093,853,545,857,0.472,0.0
Mavelikara,43,4.3721,0.6555,3.0,5.0,4,1,0.4651,853,545,858,0.472,0.0
Mandsaur,43,4.3488,0.7523,3.0,5.0,3,1,0.5116,853,545,859,0.472,0.0
Nagore,43,3.7907,1.0592,2.0,5.0,3,1,0.3023,853,545,860,0.472,0.0
Nameri National Park,43,4.3488,0.8697,2.0,5.0,1,1,0.5581,853,545,861,0.472,0.0
Pulwama,43,4.1395,0.8333,2.0,5.0,7,1,0.3721,853,545,862,0.472,0.0
Raichak,43,4.093,0.8399,2.0,5.0,1,1,0.3488,853,545,863,0.472,0.0
Koppal,42,3.8333,0.8239,2.0,5.0,7,1,0.2143,864,546,864,0.4781,0.0
Kuchaman,42,4.1667,0.853,2.0,5.0,1,1,0.4286,864,546,865,0.4781,0.0
Samayapuram,42,4.0238,0.8111,2.0,5.0,1,1,0.2857,864,546,866,0.4781,0.0
Ponnampet,42,4.4524,0.8612,2.0,5.0,1,1,0.6429,864,546,867,0.4781,0.0
Pithoragarh,42,4.119,0.9927,1.0,5.0,10,1,0.4286,864,546,868,0.4781,0.0
Udvada,42,3.9524,0.825,2.0,5.0,2,1,0.2619,864,546,869,0.4781,0.0
Kanha National Park,41,4.2439,0.8883,2.0,5.0,2,1,0.4878,870,547,870,0.4814,0.0
Neemuch,41,4.3659,0.7334,3.0,5.0,6,1,0.5122,870,547,871,0.4814,0.0
Narendranagar,41,4.3415,0.7619,2.0,5.0,1,1,0.4634,870,547,872,0.4814,0.0
Pragpur,41,4.0488,0.8646,2.0,5.0,3,1,0.3415,870,547,873,0.4814,0.0
Tonk,41,4.0976,0.9697,2.0,5.0,10,1,0.4146,870,547,874,0.4814,0.0
Siddapura,41,4.5366,0.7449,2.0,5.0,2,1,0.6585,870,547,875,0.4814,0.0
Veraval,41,3.9024,1.091,1.0,5.0,2,1,0.3415,870,547,876,0.4814,0.0
Chandauli,40,4.75,0.4935,3.0,5.0,4,1,0.775,877,548,877,0.4853,0.0
Gadwal,40,3.875,0.7574,2.0,5.0,2,1,0.2,877,548,878,0.4853,0.0
Ketkawale,40,4.45,0.8458,2.0,5.0,1,1,0.625,877,548,879,0.4853,0.0
Nedumbassery,40,4.725,0.64,2.0,5.0,3,1,0.8,877,548,880,0.4853,0.0
Nako,40,4.025,0.8317,2.0,5.0,1,1,0.325,877,548,881,0.4853,0.0
Sivaganga,40,3.775,0.9737,2.0,5.0,6,1,0.3,877,548,882,0.4853,0.0
Valpoi,40,4.375,0.8066,2.0,5.0,3,1,0.525,877,548,883,0.4853,0.0
Dakor,39,4.0256,0.8732,2.0,5.0,2,1,0.3333,884,549,884,0.4892,0.0
Kumta,39,4.5128,0.8231,2.0,5.0,4,1,0.6923,884,549,885,0.4892,0.0
Swamimalai,39,4.0769,0.8074,2.0,5.0,2,1,0.3333,884,549,886,0.4892,0.0
Awantipora,38,3.3421,0.9087,2.0,5.0,1,1,0.1316,887,550,887,0.4909,0.0
Belthangady,38,3.8947,1.0601,2.0,5.0,7,1,0.3684,887,550,888,0.4909,0.0
Fagu,38,4.1316,0.9911,2.0,5.0,1,1,0.4474,887,550,889,0.4909,0.0
Kaloor,38,4.2632,0.828,3.0,5.0,1,1,0.5,887,550,890,0.4909,0.0
Chinnakanal,38,4.7632,0.542,3.0,5.0,3,1,0.8158,887,550,891,0.4909,0.0
Sabarimala,38,3.7368,1.005,1.0,5.0,3,1,0.2105,887,550,892,0.4909,0.0
Vellamunda,38,4.3684,0.913,1.0,5.0,1,1,0.5526,887,550,893,0.4909,0.0
Dumka,37,3.8919,0.994,2.0,5.0,6,1,0.2973,894,551,894,0.4947,0.0
Bhawanipatna,37,4.6216,0.6811,3.0,5.0,10,1,0.7297,894,551,895,0.4947,0.0
Dabhoi,37,3.9459,0.9985,2.0,5.0,4,1,0.3514,894,551,896,0.4947,0.0
Kuruppampady,37,4.2973,0.968,1.0,5.0,1,1,0.5405,894,551,897,0.4947,0.0
Malayattoor,37,4.0541,0.7798,2.0,5.0,3,1,0.2973,894,551,898,0.4947,0.0
Sernabatim,37,4.4865,0.6507,3.0,5.0,1,1,0.5676,894,551,899,0.4947,0.0
Bainguinim,36,3.3611,0.99,2.0,5.0,1,1,0.1389,900,552,900,0.4981,0.0
Balasinor,36,4.0278,0.9407,1.0,5.0,2,1,0.3333,900,552,901,0.4981,0.0
Gandhidham,36,3.9444,1.145,2.0,5.0,3,1,0.4167,900,552,902,0.4981,0.0
Kalka,36,4.3056,0.7099,3.0,5.0,3,1,0.4444,900,552,903,0.4981,0.0
Perumbavoor,36,4.25,0.8742,2.0,5.0,3,1,0.4722,900,552,904,0.4981,0.0
Mudigere,36,4.3611,0.8993,2.0,5.0,3,1,0.6111,900,552,905,0.4981,0.0
Amalapuram,35,4.2571,0.6572,3.0,5.0,2,1,0.3714,906,553,906,0.5014,0.0
Gokak,35,4.3143,0.9,1.0,5.0,1,1,0.4857,906,553,907,0.5014,0.0
Khandwa,35,4.2286,0.7702,3.0,5.0,6,1,0.4286,906,553,908,0.5014,0.0
Laitmawsiang,35,4.1429,0.8793,2.0,5.0,1,1,0.4286,906,553,909,0.5014,0.0
Moga,35,4.2857,0.7101,3.0,5.0,7,1,0.4286,906,553,910,0.5014,0.0
Morni Hills,35,4.5143,0.9194,1.0,5.0,2,1,0.7143,906,553,911,0.5014,0.0
Mahuva,35,4.3429,0.6835,3.0,5.0,3,1,0.4571,906,553,912,0.5014,0.0
Rawatbhata,35,4.3429,0.6835,3.0,5.0,3,1,0.4571,906,553,913,0.5014,0.0
Sidhpur,35,3.9714,0.9231,2.0,5.0,2,1,0.3429,906,553,914,0.5014,0.0
Tala,34,4.6176,0.652,3.0,5.0,2,1,0.7059,915,554,915,0.5064,0.0
Achrol,34,4.8235,0.387,4.0,5.0,1,1,0.8235,915,554,916,0.5064,0.0
Dhankhar,34,4.0,0.8876,2.0,5.0,3,1,0.3529,915,554,917,0.5064,0.0
Dehgam,34,4.2941,0.8714,2.0,5.0,1,1,0.5,915,554,918,0.5064,0.0
Hoshangabad,34,4.1765,0.8694,2.0,5.0,3,1,0.4412,915,554,919,0.5064,0.0
Jambughoda,34,4.2647,0.8279,2.0,5.0,1,1,0.4412,915,554,920,0.5064,0.0
Mananthavady,34,4.1471,0.7836,2.0,5.0,9,1,0.3529,915,554,921,0.5064,0.0
Samsing,34,4.1765,0.8694,2.0,5.0,2,1,0.4118,915,554,922,0.5064,0.0
Tirur,34,4.0,0.8165,3.0,5.0,3,1,0.3235,915,554,923,0.5064,0.0
Thiruparankundram,34,4.0,0.7785,2.0,5.0,1,1,0.2353,915,554,924,0.5064,0.0
Yavatmal,34,4.3529,0.8121,2.0,5.0,8,1,0.5294,915,554,925,0.5064,0.0
Tiruchengode,34,4.0882,0.8658,2.0,5.0,2,1,0.3824,915,554,926,0.5064,0.0
Ambavli,33,4.0,0.9682,2.0,5.0,4,1,0.3939,927,555,927,0.513,0.0
Doddaballapur,33,3.9697,0.918,2.0,5.0,1,1,0.303,927,555,928,0.513,0.0
Bhiwadi,33,3.9394,1.0289,1.0,5.0,2,1,0.3333,927,555,929,0.513,0.0
Haveri,33,4.0303,0.684,3.0,5.0,10,1,0.2424,927,555,930,0.513,0.0
Kuttanad,33,4.0909,0.9475,2.0,5.0,2,1,0.4242,927,555,931,0.513,0.0
Machilipatnam,33,4.5455,0.7538,2.0,5.0,4,1,0.6667,927,555,932,0.513,0.0
Turtuk,33,3.7879,0.9604,2.0,5.0,3,1,0.2424,927,555,933,0.513,0.0
Sonda,33,4.3939,0.7044,3.0,5.0,3,1,0.5152,927,555,934,0.513,0.0
Faridkot,32,3.75,0.9158,2.0,5.0,9,1,0.2188,935,556,935,0.5175,0.0
Hastinapur,32,4.2813,0.7719,3.0,5.0,4,1,0.4688,935,556,936,0.5175,0.0
Kuttikkanam,32,4.7813,0.42,4.0,5.0,1,1,0.7813,935,556,937,0.5175,0.0
Nagothane,32,4.2188,0.7925,3.0,5.0,5,1,0.4375,935,556,938,0.5175,0.0
Sanvordem,32,4.7813,0.42,4.0,5.0,1,1,0.7813,935,556,939,0.5175,0.0
Pernem,32,4.625,0.7071,2.0,5.0,2,1,0.7188,935,556,940,0.5175,0.0
Barasat,31,3.7419,1.0318,1.0,5.0,5,1,0.2258,941,557,941,0.5208,0.0
Cherthala,31,3.7097,1.1603,1.0,5.0,5,1,0.3226,941,557,942,0.5208,0.0
Hanumangarh,31,3.8065,0.9458,2.0,5.0,8,1,0.2903,941,557,943,0.5208,0.0
Osmanabad,31,4.129,0.8848,2.0,5.0,5,1,0.3871,941,557,944,0.5208,0.0
Pilibhit,31,4.1613,0.898,2.0,5.0,6,1,0.4194,941,557,945,0.5208,0.0
Yamunanagar,31,4.2258,0.762,3.0,5.0,3,1,0.4194,941,557,946,0.5208,0.0
Tumari,31,3.9032,0.7463,2.0,5.0,1,1,0.1935,941,557,947,0.5208,0.0
Sivakasi,31,4.2903,0.7829,2.0,5.0,8,1,0.4516,941,557,948,0.5208,0.0
Adipur,30,4.2667,0.6915,3.0,5.0,3,1,0.4,949,558,949,0.5252,0.0
Chengalpattu,30,4.2333,0.8172,2.0,5.0,6,1,0.4333,949,558,950,0.5252,0.0
Ghatgan,30,4.2667,0.6397,3.0,5.0,1,1,0.3667,949,558,951,0.5252,0.0
Golaghat,30,4.0333,0.9994,2.0,5.0,7,1,0.4,949,558,952,0.5252,0.0
Jambusar,30,3.8667,1.0417,2.0,5.0,1,1,0.3333,949,558,953,0.5252,0.0
Mangeshi,30,4.4,0.724,3.0,5.0,1,1,0.5333,949,558,954,0.5252,0.0
Ramtek,30,4.1667,0.8743,2.0,5.0,4,1,0.4333,949,558,955,0.5252,0.0
Rekong Peo,30,4.0333,0.8503,2.0,5.0,8,1,0.3333,949,558,956,0.5252,0.0
Ulhasnagar,30,3.7667,0.7279,2.0,5.0,3,1,0.1333,949,558,957,0.5252,0.0
Vattavada,30,4.3667,0.7184,3.0,5.0,1,1,0.5,949,558,958,0.5252,0.0
Badlapur,29,4.5172,0.7378,2.0,5.0,3,1,0.6207,959,559,959,0.5307,0.0
Assagao,29,4.8621,0.4411,3.0,5.0,1,1,0.8966,959,559,960,0.5307,0.0
Ellora,29,4.2069,0.9016,2.0,5.0,1,1,0.4828,959,559,961,0.5307,0.0
Firozpur,29,3.931,1.0327,2.0,5.0,2,1,0.3793,959,559,962,0.5307,0.0
Gopalpur,29,4.1724,1.1042,2.0,5.0,1,1,0.5517,959,559,963,0.5307,0.0
Neral,29,4.0345,1.0171,1.0,5.0,2,1,0.3793,959,559,964,0.5307,0.0
Kayamkulam,29,4.1724,0.8481,3.0,5.0,1,1,0.4483,959,559,965,0.5307,0.0
Muktsar,29,3.5862,1.2397,1.0,5.0,5,1,0.3103,959,559,966,0.5307,0.0
Mayiladuthurai,29,4.069,0.8836,2.0,5.0,2,1,0.3793,959,559,967,0.5307,0.0
Mahasamund,29,3.931,0.8836,2.0,5.0,5,1,0.3103,959,559,968,0.5307,0.0
Tura,29,4.1034,1.0805,1.0,5.0,7,1,0.4828,959,559,969,0.5307,0.0
Devarayanadurga,28,4.1786,0.9449,2.0,5.0,1,1,0.5,970,560,970,0.5368,0.0
Kallar,28,4.1786,0.9449,2.0,5.0,1,1,0.4643,970,560,971,0.5368,0.0
Mannargudi,28,4.3214,0.6696,3.0,5.0,2,1,0.4286,970,560,972,0.5368,0.0
Mahad,28,4.1429,0.8034,3.0,5.0,4,1,0.3929,970,560,973,0.5368,0.0
Mangalagiri,28,3.8929,0.956,2.0,5.0,2,1,0.3571,970,560,974,0.5368,0.0
Sirpur,28,4.1071,0.8751,2.0,5.0,3,1,0.3571,970,560,975,0.5368,0.0
Anjar,27,4.0,1.0,2.0,5.0,2,1,0.3704,976,561,976,0.5402,0.0
Alandi,27,4.1481,0.8182,2.0,5.0,3,1,0.3704,976,561,977,0.5402,0.0
Dhar,27,3.8889,0.8006,2.0,5.0,3,1,0.2222,976,561,978,0.5402,0.0
Hanle,27,4.0,0.8321,3.0,5.0,1,1,0.3333,976,561,979,0.5402,0.0
Mira Bhayandar,27,4.5185,0.6427,3.0,5.0,4,1,0.5926,976,561,980,0.5402,0.0
Muvattupuzha,27,4.1111,0.7511,3.0,5.0,3,1,0.3333,976,561,981,0.5402,0.0
Ongole,27,4.4074,0.7971,2.0,5.0,8,1,0.5556,976,561,982,0.5402,0.0
Sahibganj,27,4.0741,0.8286,3.0,5.0,4,1,0.3704,976,561,983,0.5402,0.0
Pozhuthana,27,4.8889,0.3203,4.0,5.0,1,1,0.8889,976,561,984,0.5402,0.0
Parbhani,27,4.1111,0.8916,2.0,5.0,8,1,0.4074,976,561,985,0.5402,0.0
Sitapur,27,3.8889,0.698,2.0,5.0,5,1,0.1481,976,561,986,0.5402,0.0
Aronda,26,4.0,0.8485,2.0,5.0,2,1,0.2692,987,562,987,0.5463,0.0
Borsad,26,3.8462,1.2229,1.0,5.0,3,1,0.3846,987,562,988,0.5463,0.0
Changlang,26,3.0385,1.4277,1.0,5.0,8,1,0.1538,987,562,989,0.5463,0.0
Garbeta,26,4.6923,0.5491,3.0,5.0,2,1,0.7308,987,562,990,0.5463,0.0
Kayavarohan,26,4.2308,0.7646,3.0,5.0,2,1,0.4231,987,562,991,0.5463,0.0
Kishangarh,26,3.9615,0.9992,2.0,5.0,4,1,0.3462,987,562,992,0.5463,0.0
Mandawa,26,4.4615,0.5818,3.0,5.0,3,1,0.5,987,562,993,0.5463,0.0
Muzaffarnagar,26,3.8462,0.8339,2.0,5.0,4,1,0.2308,987,562,994,0.5463,0.0
Nanjangud,26,4.0385,0.9992,1.0,5.0,1,1,0.3462,987,562,995,0.5463,0.0
Ponnani,26,4.2692,0.7243,3.0,5.0,4,1,0.4231,987,562,996,0.5463,0.0
Shekhawati,26,4.1923,0.8953,2.0,5.0,4,1,0.4615,987,562,997,0.5463,0.0
Sonepur,26,3.8077,1.1321,1.0,5.0,3,1,0.3077,987,562,998,0.5463,0.0
Siddapur,26,4.5,0.9487,1.0,5.0,2,1,0.6923,987,562,999,0.5463,0.0
Banjar,25,4.48,0.7141,3.0,5.0,3,1,0.6,1000,563,1000,0.5535,0.0
Dudhwa National Park,25,4.24,0.8307,2.0,5.0,2,1,0.44,1000,563,1001,0.5535,0.0
Bilimora,25,4.48,0.7141,3.0,5.0,6,1,0.6,1000,563,1002,0.5535,0.0
Bhandara,25,4.2,0.866,2.0,5.0,5,1,0.44,1000,563,1003,0.5535,0.0
Thrikkakara,25,4.32,0.8021,3.0,5.0,1,1,0.52,1000,563,1004,0.5535,0.0
Koynanagar,25,4.08,0.9967,2.0,5.0,3,1,0.4,1000,563,1005,0.5535,0.0
Fort Kochi,25,4.08,1.0376,1.0,5.0,5,1,0.4,1000,563,1006,0.5535,0.0
Nalagarh,25,4.28,1.2423,1.0,5.0,3,1,0.64,1000,563,1007,0.5535,0.0
Rajnandgaon,25,4.2,0.7071,3.0,5.0,3,1,0.36,1000,563,1008,0.5535,0.0
Raiganj,25,4.56,0.6506,3.0,5.0,3,1,0.64,1000,563,1009,0.5535,0.0
Pattikad,25,4.04,1.0198,1.0,5.0,1,1,0.36,1000,563,1010,0.5535,0.0
Punalur,25,3.76,0.8794,2.0,5.0,2,1,0.2,1000,563,1011,0.5535,0.0
Shahapur,25,4.44,0.8699,2.0,5.0,2,1,0.64,1000,563,1012,0.5535,0.0
Somnathpur,25,4.64,0.7,3.0,5.0,1,1,0.76,1000,563,1013,0.5535,0.0
Bargarh,24,4.1667,1.0072,2.0,5.0,3,1,0.5,1014,564,1014,0.5612,0.0
Dhenkanal,24,4.375,0.8754,2.0,5.0,2,1,0.5417,1014,564,1015,0.5612,0.0
Hundur,24,4.25,0.847,3.0,5.0,1,1,0.5,1014,564,1016,0.5612,0.0
Kanhangad,24,4.3333,0.8681,3.0,5.0,3,1,0.5833,1014,564,1017,0.5612,0.0
Marthandam,24,4.0,1.0215,1.0,5.0,1,1,0.3333,1014,564,1018,0.5612,0.0
Patratu,24,4.4167,0.8297,3.0,5.0,1,1,0.625,1014,564,1019,0.5612,0.0
Penha-de-Franca,24,4.4583,0.7211,3.0,5.0,2,1,0.5833,1014,564,1020,0.5612,0.0
Sirmour,24,4.4167,0.7755,3.0,5.0,1,1,0.5833,1014,564,1021,0.5612,0.0
Shiroda,24,4.625,0.8242,2.0,5.0,2,1,0.7917,1014,564,1022,0.5612,0.0
Divar Island,23,4.3043,0.8757,2.0,5.0,1,1,0.5217,1023,565,1023,0.5662,0.0
Namsai,23,4.3043,0.8221,3.0,5.0,1,1,0.5217,1023,565,1024,0.5662,0.0
Satna,23,4.4783,0.5108,4.0,5.0,2,1,0.4783,1023,565,1025,0.5662,0.0
Sohna,23,4.2609,0.9154,2.0,5.0,4,1,0.5217,1023,565,1026,0.5662,0.0
Thiruvidandai,23,3.8696,0.8689,2.0,5.0,1,1,0.2609,1023,565,1027,0.5662,0.0
Amaravathi,22,4.1364,0.8888,2.0,5.0,3,1,0.4091,1028,566,1028,0.569,0.0
Dharamkot,22,4.0909,1.0193,2.0,5.0,1,1,0.4545,1028,566,1029,0.569,0.0
Betul,22,4.4091,0.5903,3.0,5.0,2,1,0.4545,1028,566,1030,0.569,0.0
Bhuntar,22,4.1818,0.795,3.0,5.0,4,1,0.4091,1028,566,1031,0.569,0.0
Kamargaon,22,4.4091,0.6661,3.0,5.0,1,1,0.5,1028,566,1032,0.569,0.0
Pakur,22,3.7727,1.1519,1.0,5.0,9,1,0.3182,1028,566,1033,0.569,0.0
Rudrapur,22,3.8182,1.097,1.0,5.0,4,1,0.2727,1028,566,1034,0.569,0.0
Palakollu,22,4.1364,0.8335,3.0,5.0,1,1,0.4091,1028,566,1035,0.569,0.0
Sikandra,22,4.0909,0.8679,2.0,5.0,2,1,0.3636,1028,566,1036,0.569,0.0
Sultanpur,22,4.2273,0.8691,1.0,5.0,4,1,0.3636,1028,566,1037,0.569,0.0
Bahraich,21,4.619,0.4976,4.0,5.0,1,1,0.619,1038,567,1038,0.5745,0.0
Chelamattom part,21,4.1429,1.0623,1.0,5.0,1,1,0.4762,1038,567,1039,0.5745,0.0
Dharchula,21,4.1905,0.8729,3.0,5.0,5,1,0.4762,1038,567,1040,0.5745,0.0
Birpara,21,3.8095,0.8729,2.0,5.0,1,1,0.2381,1038,567,1041,0.5745,0.0
Dholpur,21,3.9524,1.117,1.0,5.0,4,1,0.381,1038,567,1042,0.5745,0.0
Hoshiarpur,21,4.3333,0.7958,2.0,5.0,7,1,0.4762,1038,567,1043,0.5745,0.0
Harihar,21,4.381,0.669,3.0,5.0,1,1,0.4762,1038,567,1044,0.5745,0.0
Korba,21,4.5714,0.6761,3.0,5.0,4,1,0.6667,1038,567,1045,0.5745,0.0
Kalna,21,3.7619,0.7684,3.0,5.0,1,1,0.1905,1038,567,1046,0.5745,0.0
Vashisht,21,4.381,0.669,3.0,5.0,2,1,0.4762,1038,567,1047,0.5745,0.0
Mon,21,3.619,1.0713,1.0,5.0,3,1,0.1905,1038,567,1048,0.5745,0.0
Muttom,21,4.619,0.669,3.0,5.0,1,1,0.7143,1038,567,1049,0.5745,0.0
Vadnagar,21,3.9524,0.8047,3.0,5.0,3,1,0.2857,1038,567,1050,0.5745,0.0
Akola,20,3.9,0.9679,2.0,5.0,5,1,0.3,1051,568,1051,0.5817,0.0
Alampur,20,3.9,0.8522,3.0,5.0,2,1,0.3,1051,568,1052,0.5817,0.0
Changanacherry,20,4.15,0.9333,2.0,5.0,3,1,0.45,1051,568,1053,0.5817,0.0
Darbhanga,20,4.35,0.6708,3.0,5.0,1,1,0.45,1051,568,1054,0.5817,0.0
Hinjewadi,20,4.4,0.8208,2.0,5.0,2,1,0.55,1051,568,1055,0.5817,0.0
Karad,20,4.45,0.6048,3.0,5.0,3,1,0.5,1051,568,1056,0.5817,0.0
Kohka,20,4.55,0.6048,3.0,5.0,1,1,0.6,1051,568,1057,0.5817,0.0
Kottarakkara,20,4.45,0.7592,2.0,5.0,2,1,0.55,1051,568,1058,0.5817,0.0
Jharsuguda,20,4.3,0.7327,3.0,5.0,4,1,0.45,1051,568,1059,0.5817,0.0
Kondapalle,20,4.15,0.8751,2.0,5.0,1,1,0.4,1051,568,1060,0.5817,0.0
Mulbagal,20,3.85,0.6708,3.0,5.0,3,1,0.15,1051,568,1061,0.5817,0.0
Nababhat,20,4.05,0.8256,3.0,5.0,1,1,0.35,1051,568,1062,0.5817,0.0
Sevagram,20,4.05,0.9987,2.0,5.0,2,1,0.4,1051,568,1063,0.5817,0.0
Paliyem,20,4.25,0.9105,2.0,5.0,2,1,0.45,1051,568,1064,0.5817,0.0
Phulbani,20,4.65,0.7452,3.0,5.0,5,1,0.8,1051,568,1065,0.5817,0.0
Rohru,20,4.55,0.6048,3.0,5.0,3,1,0.6,1051,568,1066,0.5817,0.0
Sangrur,20,3.85,0.8751,2.0,5.0,7,1,0.25,1051,568,1067,0.5817,0.0
Pratapgarh,20,4.45,0.6863,3.0,5.0,4,1,0.55,1051,568,1068,0.5817,0.0
Ujire,20,4.5,0.6882,3.0,5.0,2,1,0.6,1051,568,1069,0.5817,0.0
Siridao,20,4.2,0.8335,2.0,5.0,1,1,0.4,1051,568,1070,0.5817,0.0
Yanam,20,4.5,0.6882,3.0,5.0,1,1,0.6,1051,568,1071,0.5817,0.0
Sivasagar,20,4.3,0.7327,3.0,5.0,2,1,0.45,1051,568,1072,0.5817,0.0
Ambikapur,19,3.8421,0.9582,2.0,5.0,5,1,0.3158,1073,569,1073,0.5939,0.0
Baba Bakala,19,3.7895,0.9763,2.0,5.0,1,1,0.2632,1073,569,1074,0.5939,0.0
Bantwal,19,4.0526,0.9703,2.0,5.0,3,1,0.4211,1073,569,1075,0.5939,0.0
Devipattinam,19,3.8421,0.7647,2.0,5.0,1,1,0.1579,1073,569,1076,0.5939,0.0
Bhalukpong,19,3.7368,0.9912,2.0,5.0,2,1,0.2632,1073,569,1077,0.5939,0.0
Dombivli,19,4.3684,0.684,3.0,5.0,1,1,0.4737,1073,569,1078,0.5939,0.0
Kattoor,19,4.7368,0.4524,4.0,5.0,1,1,0.7368,1073,569,1079,0.5939,0.0
Kakkanad,19,4.8947,0.4588,3.0,5.0,2,1,0.9474,1073,569,1080,0.5939,0.0
Mailam,19,4.0526,0.8481,3.0,5.0,1,1,0.3684,1073,569,1081,0.5939,0.0
Nighoj,19,4.0526,0.8481,2.0,5.0,1,1,0.3158,1073,569,1082,0.5939,0.0
Nakodar,19,4.4737,0.7723,2.0,5.0,2,1,0.5789,1073,569,1083,0.5939,0.0
Pallivasal,19,4.1053,0.7375,3.0,5.0,1,1,0.3158,1073,569,1084,0.5939,0.0
Rishop,19,4.0,1.0541,2.0,5.0,1,1,0.3684,1073,569,1085,0.5939,0.0
Ottapalam,19,3.9474,0.8481,3.0,5.0,1,1,0.3158,1073,569,1086,0.5939,0.0
Padinjarathara,19,4.5263,0.6118,3.0,5.0,2,1,0.5789,1073,569,1087,0.5939,0.0
Salawas,19,4.6316,0.5973,3.0,5.0,1,1,0.6842,1073,569,1088,0.5939,0.0
Tadipatri,19,4.3684,0.684,3.0,5.0,2,1,0.4737,1073,569,1089,0.5939,0.0
Ukhrul,19,4.1579,0.7647,3.0,5.0,4,1,0.3684,1073,569,1090,0.5939,0.0
Vaduvanchal,19,3.8421,1.0145,2.0,5.0,1,1,0.3158,1073,569,1091,0.5939,0.0
Thiksey,19,4.4737,0.7723,3.0,5.0,1,1,0.6316,1073,569,1092,0.5939,0.0
Beed,18,4.1111,0.7584,3.0,5.0,2,1,0.3333,1093,570,1093,0.605,0.0
Banavasi,18,4.1111,0.7584,3.0,5.0,1,1,0.3333,1093,570,1094,0.605,0.0
Bhavani,18,3.7778,1.0603,1.0,5.0,1,1,0.2778,1093,570,1095,0.605,0.0
Ghatshila,18,4.1111,0.7584,3.0,5.0,2,1,0.3333,1093,570,1096,0.605,0.0
Guna,18,4.0,0.9701,2.0,5.0,3,1,0.3889,1093,570,1097,0.605,0.0
Jashpur,18,4.0,0.767,2.0,5.0,11,1,0.2222,1093,570,1098,0.605,0.0
Maem,18,4.2222,0.9428,2.0,5.0,1,1,0.5,1093,570,1099,0.605,0.0
Nakinda,18,4.7222,0.4609,4.0,5.0,1,1,0.7222,1093,570,1100,0.605,0.0
